City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
264,Urumqi,CN,2022-03-07 04:36:03,43.801,87.6005,34.75,75,95,2.24
265,Ormara,PK,2022-03-07 04:40:39,25.2088,64.6357,74.95,69,57,7.14
266,Hailar,CN,2022-03-07 04:40:40,49.2,119.7,21.13,83,21,11.34
267,Cururupu,BR,2022-03-07 04:40:40,-1.8283,-44.8683,72.52,99,100,2.39
268,Gatesville,US,2022-03-07 04:40:21,31.4352,-97.7439,56.08,76,75,20.71
269,Les Cayes,HT,2022-03-07 04:40:41,18.2,-73.75,74.73,80,6,2.59
270,Itaituba,BR,2022-03-07 04:40:41,-4.2761,-55.9836,72.99,99,100,1.88
271,Zeya,RU,2022-03-07 04:40:42,53.75,127.2667,23.11,61,100,3.71
272,Ouidah,BJ,2022-03-07 04:40:42,6.3631,2.0851,82.26,82,53,10.29
273,Khorinsk,RU,2022-03-07 04:40:43,52.1657,109.7726,32.0,72,100,5.19
274,Gigmoto,PH,2022-03-07 04:40:43,13.7796,124.39,77.67,92,100,5.86
275,Arman,RU,2022-03-07 04:40:43,59.7,150.1667,17.02,69,17,4.76
276,Rio Gallegos,AR,2022-03-07 04:40:44,-51.6226,-69.2181,39.25,75,0,4.61
277,Kaitangata,NZ,2022-03-07 04:40:44,-46.2817,169.8464,54.21,73,96,12.97
278,Ancud,CL,2022-03-07 04:40:45,-41.8697,-73.8203,56.23,91,59,13.71
279,Igarka,RU,2022-03-07 04:40:45,67.4667,86.5833,-12.64,93,14,8.14
280,San Juan,AR,2022-03-07 04:39:52,-31.5375,-68.5364,75.96,52,0,12.75
281,Hervey Bay,AU,2022-03-07 04:40:45,-25.2986,152.8535,85.03,77,71,15.32
282,Yondo,CO,2022-03-07 04:40:46,7.0062,-73.9097,72.3,99,99,2.13
283,Alekseyevsk,RU,2022-03-07 04:40:46,57.8406,108.3492,22.77,91,100,3.36
284,Ucluelet,CA,2022-03-07 04:40:47,48.9329,-125.5528,44.1,90,84,3.4
285,Paris,FR,2022-03-07 04:40:47,48.8534,2.3488,34.14,75,0,11.5
286,Socol,RO,2022-03-07 04:40:48,44.8608,21.3703,32.18,83,96,2.53
287,Moengo,SR,2022-03-07 04:40:48,5.6167,-54.4,71.49,99,100,1.72
288,Vrede,ZA,2022-03-07 04:40:48,-27.4257,29.1659,55.9,94,26,2.08
289,Talara,PE,2022-03-07 04:40:49,-4.5772,-81.2719,75.06,78,98,4.03
290,Saint Anthony,US,2022-03-07 04:40:49,45.0205,-93.218,25.75,81,0,13.8
291,Hastings,GB,2022-03-07 04:40:49,50.8552,0.5729,40.77,73,26,14.79
292,Hasaki,JP,2022-03-07 04:39:56,35.7333,140.8333,52.2,32,13,1.59
293,Orange Cove,US,2022-03-07 04:40:50,36.6244,-119.3137,52.57,71,15,5.41
294,Salamanca,ES,2022-03-07 04:40:51,40.8333,-6.0,33.75,89,80,5.12
295,Leon,MX,2022-03-07 04:37:03,21.1167,-101.6667,62.65,24,1,1.3
296,Baykit,RU,2022-03-07 04:40:51,61.67,96.37,6.06,91,100,6.91
297,Te Anau,NZ,2022-03-07 04:36:22,-45.4167,167.7167,50.97,95,100,0.94
298,Ignacio Zaragoza,MX,2022-03-07 04:40:52,28.3833,-107.2167,36.37,21,0,2.48
299,Montepuez,MZ,2022-03-07 04:40:52,-13.1256,38.9997,71.55,94,63,1.68
300,Washington,US,2022-03-07 04:40:39,47.5001,-120.5015,41.4,55,39,4.47
301,Pierre,US,2022-03-07 04:40:53,44.3683,-100.351,20.32,75,20,12.66
302,Grand Gaube,MU,2022-03-07 04:40:53,-20.0064,57.6608,82.38,75,100,11.01
303,Tautira,PF,2022-03-07 04:40:54,-17.7333,-149.15,84.0,75,59,14.85
304,Qingyuan,CN,2022-03-07 04:40:54,23.7,113.0333,71.58,45,44,15.66
305,Ulagan,RU,2022-03-07 04:40:54,50.6321,87.9563,36.68,80,76,1.74
306,Comodoro Rivadavia,AR,2022-03-07 04:40:55,-45.8667,-67.5,51.66,62,0,5.75
307,Bundaberg,AU,2022-03-07 04:38:54,-24.85,152.35,85.21,77,100,13.8
308,Caraquet,CA,2022-03-07 04:40:55,47.7941,-64.9386,27.18,95,100,8.81
309,Inongo,CD,2022-03-07 04:40:56,-1.95,18.2667,73.04,96,100,7.63
310,Ngunguru,NZ,2022-03-07 04:40:56,-35.6167,174.5,73.17,76,97,12.1
311,Champerico,GT,2022-03-07 04:40:57,14.3,-91.9167,82.35,70,5,9.98
312,Piney Green,US,2022-03-07 04:40:57,34.716,-77.3202,68.27,89,0,9.22
313,Olinda,BR,2022-03-07 04:40:57,-8.0089,-34.8553,82.13,69,40,5.75
314,Porto Novo,BJ,2022-03-07 04:40:08,6.4965,2.6036,82.22,83,46,6.24
315,Tiznit,MA,2022-03-07 04:40:58,29.5833,-9.5,47.35,82,45,9.4
316,Port Hedland,AU,2022-03-07 04:40:58,-20.3167,118.5667,102.25,24,2,11.5
317,Winnemucca,US,2022-03-07 04:39:44,40.973,-117.7357,37.45,52,100,13.8
318,Panguna,PG,2022-03-07 04:40:59,-6.3164,155.4848,77.09,76,52,1.52
319,The Pas,CA,2022-03-07 04:40:59,53.8251,-101.2541,23.02,68,100,8.05
320,Puquio,PE,2022-03-07 04:41:00,-14.7,-74.1333,52.0,98,100,6.13
321,Kotaparh,IN,2022-03-07 04:41:00,19.15,82.35,85.53,20,0,6.33
322,Linxia,CN,2022-03-07 04:41:00,35.6003,103.2064,56.61,12,0,1.36
323,Nuqui,CO,2022-03-07 04:41:01,5.7125,-77.2708,75.04,89,62,3.2
324,Micheweni,TZ,2022-03-07 04:41:01,-4.9667,39.8333,81.41,73,87,5.28
325,Atambua,ID,2022-03-07 04:41:01,-9.1061,124.8925,83.35,68,98,3.53
326,Kununurra,AU,2022-03-07 04:36:14,-15.7667,128.7333,96.78,46,77,4.61
327,Gornopravdinsk,RU,2022-03-07 04:41:02,60.05,69.9,-0.67,95,100,10.42
328,Wattegama,LK,2022-03-07 04:41:03,6.7989,81.4808,85.12,56,81,5.06
329,Suure-Jaani,EE,2022-03-07 04:41:03,58.5361,25.4706,31.23,90,95,8.01
330,Challapata,BO,2022-03-07 04:41:03,-18.9,-66.7667,53.42,61,99,2.04
331,Soe,ID,2022-03-07 04:41:04,-9.8607,124.284,79.27,69,100,3.98
332,Richards Bay,ZA,2022-03-07 04:41:04,-28.783,32.0377,75.38,80,53,7.38
333,Novikovo,RU,2022-03-07 04:41:05,51.1537,37.8879,11.52,95,20,5.39
334,Kupang,ID,2022-03-07 04:41:05,-10.1667,123.5833,85.42,73,81,4.92
335,Kandrian,PG,2022-03-07 04:41:06,-6.2167,149.55,86.32,67,60,7.2
336,Fereydunshahr,IR,2022-03-07 04:41:06,32.941,50.121,30.61,97,100,4.5
337,Vyshneve,UA,2022-03-07 04:41:06,50.3891,30.3705,28.09,80,52,6.11
338,Kaili,ID,2022-03-07 04:41:07,-3.4626,120.2147,71.37,92,100,1.34
339,Guider,CM,2022-03-07 04:41:07,9.9342,13.9486,85.19,16,97,2.53
340,Rondonopolis,BR,2022-03-07 04:41:05,-16.4708,-54.6356,70.88,96,84,2.82
341,Bandarbeyla,SO,2022-03-07 04:41:08,9.4942,50.8122,77.92,61,70,12.41
342,Soyo,AO,2022-03-07 04:41:08,-6.1349,12.3689,80.04,88,100,8.05
343,Ust-Kuyga,RU,2022-03-07 04:41:08,70.0167,135.6,-12.17,95,97,1.95
344,Smithers,CA,2022-03-07 04:41:09,54.7804,-127.1743,48.52,40,40,12.66
345,Russell,US,2022-03-07 04:41:09,32.3502,-85.1999,71.31,70,75,6.91
346,Nome,US,2022-03-07 04:41:10,64.5011,-165.4064,19.47,86,100,10.36
347,Jalu,LY,2022-03-07 04:41:10,29.0331,21.5482,55.09,69,100,5.93
348,Gejiu,CN,2022-03-07 04:41:11,23.306,103.1635,65.28,34,43,3.94
349,Rawson,AR,2022-03-07 04:41:11,-43.3002,-65.1023,65.89,40,57,10.11
350,Alim,PH,2022-03-07 04:41:12,9.5649,122.4876,83.39,73,100,13.91
351,Totness,SR,2022-03-07 04:41:12,5.8833,-56.3167,74.14,92,100,9.6
352,Chumikan,RU,2022-03-07 04:41:12,54.7183,135.315,19.74,76,22,12.44
353,Andrelandia,BR,2022-03-07 04:41:13,-21.7397,-44.3092,62.51,96,2,2.24
354,Kropotkin,RU,2022-03-07 04:41:13,45.4375,40.5756,32.27,65,2,6.11
355,Teahupoo,PF,2022-03-07 04:41:13,-17.8333,-149.2667,78.53,75,70,15.32
356,Guerrero Negro,MX,2022-03-07 04:41:14,27.9769,-114.0611,57.67,67,43,18.12
357,Shalinskoye,RU,2022-03-07 04:41:14,55.7228,93.7594,37.9,83,100,19.28
358,Cookeville,US,2022-03-07 04:41:15,36.1628,-85.5016,69.57,69,75,8.05
359,Saint-Gedeon,CA,2022-03-07 04:41:15,48.5001,-71.7658,25.43,100,100,2.3
360,Severnoye,RU,2022-03-07 04:41:16,56.3491,78.3619,31.82,92,100,18.95
361,Mazamari,PE,2022-03-07 04:41:16,-11.3258,-74.5308,68.56,99,100,1.5
362,Klyuchi,RU,2022-03-07 04:41:16,52.2667,79.1667,35.26,80,100,20.89
363,Ipanema,BR,2022-03-07 04:41:17,-30.1391,-51.2244,73.38,95,100,8.05
364,Millinocket,US,2022-03-07 04:41:17,45.6573,-68.7098,51.82,93,40,0.0
365,Mount Gambier,AU,2022-03-07 04:41:18,-37.8333,140.7667,69.71,52,75,20.71
366,Itarema,BR,2022-03-07 04:41:18,-2.9248,-39.9167,76.08,91,100,5.21
367,Puerto Baquerizo Moreno,EC,2022-03-07 04:41:18,-0.9,-89.6,77.56,80,59,6.24
368,Namatanai,PG,2022-03-07 04:41:19,-3.6667,152.4333,84.69,70,47,4.52
369,Derzhavinsk,KZ,2022-03-07 04:41:17,51.1,66.3167,15.82,94,100,8.5
370,Kamenka,RU,2022-03-07 04:41:20,51.3223,42.7678,16.75,96,90,9.04
371,Lorengau,PG,2022-03-07 04:41:20,-2.0226,147.2712,77.99,88,100,2.35
372,Maniitsoq,GL,2022-03-07 04:41:20,65.4167,-52.9,9.95,94,100,4.27
373,San Carlos De Bariloche,AR,2022-03-07 04:37:39,-41.1456,-71.3082,49.75,81,75,20.71
374,Harare,ZW,2022-03-07 04:38:56,-17.8294,31.0539,62.4,87,11,4.72
375,Yar-Sale,RU,2022-03-07 04:41:21,66.8333,70.8333,-22.61,98,95,10.16
376,Tessalit,ML,2022-03-07 04:41:22,20.1986,1.0114,64.04,18,0,8.05
377,Khorramshahr,IR,2022-03-07 04:41:22,30.4397,48.1664,69.76,26,40,19.57
378,San Cristobal,VE,2022-03-07 04:41:23,7.7669,-72.225,66.38,84,81,3.44
379,Waipawa,NZ,2022-03-07 04:41:23,-41.4122,175.5153,61.45,94,100,11.18
380,Labelle,US,2022-03-07 04:41:23,26.7617,-81.4384,73.98,79,0,8.77
381,Zvishavane,ZW,2022-03-07 04:41:24,-20.3267,30.0665,67.06,87,99,4.85
382,Hamilton,US,2022-03-07 04:39:22,39.1834,-84.5333,61.99,94,100,17.27
383,Ankang,CN,2022-03-07 04:41:25,32.68,109.0172,63.57,43,0,1.36
384,Kalemie,CD,2022-03-07 04:41:25,-5.9475,29.1947,71.02,87,100,2.24
385,Spokane,US,2022-03-07 04:41:25,47.6166,-117.3677,36.19,58,0,3.44
386,Kalmanka,RU,2022-03-07 04:41:26,52.8992,83.5433,38.5,83,99,19.66
387,El Tigre,VE,2022-03-07 04:41:26,8.8875,-64.2454,74.89,74,99,13.18
388,Shiyan,CN,2022-03-07 04:39:35,32.6475,110.7781,66.11,29,0,5.46
389,Tyukhtet,RU,2022-03-07 04:41:27,56.5389,89.3011,34.14,99,98,15.32
390,Okha,RU,2022-03-07 04:41:27,53.5739,142.9478,18.37,87,100,7.63
391,Boddam,GB,2022-03-07 04:41:28,57.4667,-1.7833,37.38,76,93,15.93
392,Tromso,NO,2022-03-07 04:41:28,69.6496,18.957,32.38,74,40,16.11
393,Sapa,PH,2022-03-07 04:41:28,5.1544,120.3241,83.12,76,79,18.75
394,Dingle,PH,2022-03-07 04:41:29,10.9995,122.6711,77.59,87,100,10.63
395,Shestakovo,RU,2022-03-07 04:41:29,56.4915,103.96,34.68,95,100,7.36
396,Kendal,GB,2022-03-07 04:36:42,54.3268,-2.7476,33.44,95,9,2.01
397,Osakarovka,KZ,2022-03-07 04:41:17,50.565,72.5692,27.41,84,100,29.06
398,Albox,ES,2022-03-07 04:41:30,37.3886,-2.1495,49.33,83,93,2.98
399,Preobrazheniye,RU,2022-03-07 04:41:30,42.9019,133.9064,35.28,51,55,7.2
400,Riberalta,BO,2022-03-07 04:41:31,-10.9833,-66.1,72.09,99,100,3.4
401,Launceston,AU,2022-03-07 04:38:46,-41.45,147.1667,70.16,46,36,9.22
402,Neryungri,RU,2022-03-07 04:41:31,56.6709,124.6491,17.82,76,97,6.29
403,Serenje,ZM,2022-03-07 04:41:32,-13.2325,30.2352,62.42,97,100,2.73
404,Posse,BR,2022-03-07 04:41:32,-14.0931,-46.3694,64.56,87,62,3.49
405,Aklavik,CA,2022-03-07 04:41:32,68.2191,-135.0107,14.83,86,99,24.56
406,Eureka,US,2022-03-07 04:41:02,40.8021,-124.1637,47.19,86,2,4.05
407,Dunedin,NZ,2022-03-07 04:41:33,-45.8742,170.5036,53.8,73,100,8.01
408,Wad Rawah,SD,2022-03-07 04:41:33,15.1603,33.1397,81.43,22,57,9.08
409,Acarau,BR,2022-03-07 04:40:58,-2.8856,-40.12,77.14,87,100,4.25
410,Nelson Bay,AU,2022-03-07 04:41:34,-32.7167,152.15,79.0,88,100,8.12
411,Olga,RU,2022-03-07 04:41:34,43.7444,135.2892,35.91,44,47,8.81
412,Guaymas,MX,2022-03-07 04:41:35,27.9333,-110.9,58.46,53,38,7.9
413,Srednekolymsk,RU,2022-03-07 04:41:35,67.45,153.6833,-12.96,94,98,5.23
414,Juegang,CN,2022-03-07 04:41:36,32.3174,121.1855,50.56,49,82,1.39
415,Barinas,VE,2022-03-07 04:41:36,8.6226,-70.2075,82.44,57,71,3.44
416,Nemuro,JP,2022-03-07 04:41:36,43.3236,145.575,30.63,63,26,20.78
417,Sovetsk,RU,2022-03-07 04:41:37,55.0839,21.8785,31.08,93,37,7.83
418,Vangaindrano,MG,2022-03-07 04:41:37,-23.35,47.6,76.14,86,38,2.26
419,Auki,SB,2022-03-07 04:41:38,-8.7676,160.7034,83.32,72,85,0.29
420,Lensk,RU,2022-03-07 04:41:38,60.7253,114.9278,9.21,77,79,4.83
421,Asau,RO,2022-03-07 04:41:38,46.4333,26.4,30.4,87,100,0.45
422,Bairiki,KI,2022-03-07 04:41:39,1.3292,172.9752,86.0,70,40,13.8
423,Puerto Ayacucho,VE,2022-03-07 04:41:39,5.6639,-67.6236,76.95,69,38,7.07
424,La Ronge,CA,2022-03-07 04:41:40,55.1001,-105.2842,14.25,85,0,5.75
425,Ajra,IN,2022-03-07 04:41:40,16.1167,74.2,78.01,33,3,8.88
426,Marquette,US,2022-03-07 04:41:40,46.5333,-87.6335,26.04,97,70,3.67
427,Meulaboh,ID,2022-03-07 04:39:54,4.1363,96.1285,85.08,63,30,4.03
428,Tura,IN,2022-03-07 04:40:10,25.5198,90.2201,87.91,17,0,2.46
429,Baghdad,IQ,2022-03-07 04:41:41,33.3406,44.4009,62.51,42,40,8.05
430,Porbandar,IN,2022-03-07 04:41:42,21.6422,69.6093,84.18,18,0,13.8
431,Tilichiki,RU,2022-03-07 04:41:42,60.4667,166.1,6.48,89,42,7.81
432,Mildura,AU,2022-03-07 04:41:42,-34.2,142.15,84.07,39,29,11.5
433,Waynesboro,US,2022-03-07 04:41:43,38.0685,-78.8895,62.65,75,100,3.44
434,Batsfjord,NO,2022-03-07 04:41:43,70.6345,29.7185,12.42,81,24,12.95
435,Sungairaya,ID,2022-03-07 04:41:44,0.7,108.9,84.16,72,100,4.03
436,Burpengary,AU,2022-03-07 04:39:43,-27.1575,152.9576,88.92,59,8,5.59
437,Banda Aceh,ID,2022-03-07 04:41:44,5.5577,95.3222,85.59,67,64,12.59
438,Kavieng,PG,2022-03-07 04:41:45,-2.5744,150.7967,81.77,77,78,4.21
439,Inhambane,MZ,2022-03-07 04:41:45,-23.865,35.3833,76.98,88,75,0.0
440,Narsaq,GL,2022-03-07 04:38:49,60.9167,-46.05,17.82,95,100,2.46
441,Broome,US,2022-03-07 04:41:46,42.2506,-75.833,49.98,71,75,10.36
442,Sungurlu,TR,2022-03-07 04:41:46,40.1675,34.3739,36.73,84,17,3.13
443,Sobolevo,RU,2022-03-07 04:41:47,54.4299,31.8996,26.29,93,100,4.9
444,Acapulco,MX,2022-03-07 04:41:47,16.8634,-99.8901,76.82,83,0,3.44
445,Kautokeino,NO,2022-03-07 04:41:47,69.0125,23.0412,7.56,98,100,4.65
446,Changping,CN,2022-03-07 04:41:48,40.2186,116.2197,58.64,13,0,5.41
447,Digha,IN,2022-03-07 04:38:58,21.6833,87.55,84.7,28,0,5.68
448,Vuktyl,RU,2022-03-07 04:41:48,63.8567,57.3094,-15.56,94,46,4.76
449,Marrakesh,MA,2022-03-07 04:41:49,31.6315,-8.0083,44.67,93,18,3.44
450,Vanavara,RU,2022-03-07 04:41:49,60.34,102.2797,9.77,81,100,7.56
451,Qujing,CN,2022-03-07 04:39:09,25.4833,103.7833,68.31,18,5,5.48
452,Rock Sound,BS,2022-03-07 04:41:50,24.9,-76.2,75.36,80,0,24.4
453,Kenitra,MA,2022-03-07 04:39:42,34.261,-6.5802,50.85,80,46,7.09
454,Presidencia Roque Saenz Pena,AR,2022-03-07 04:41:50,-26.7852,-60.4388,84.13,50,20,10.07
455,Kanye,BW,2022-03-07 04:41:51,-24.9667,25.3327,61.74,85,36,8.81
456,Ayan,RU,2022-03-07 04:41:51,56.45,138.1667,13.23,80,99,2.89
457,Maracacume,BR,2022-03-07 04:41:52,-2.0428,-45.9592,71.89,100,100,2.46
458,Batagay-Alyta,RU,2022-03-07 04:41:52,67.8006,130.4114,-5.69,82,55,0.89
459,Bud,US,2022-03-07 04:41:52,39.447,-86.1758,52.3,93,92,11.23
460,Emerald,AU,2022-03-07 04:41:53,-23.5333,148.1667,97.34,20,0,6.91
461,Marzuq,YE,2022-03-07 04:41:53,14.4,46.4667,70.63,25,91,2.82
462,Flinders,AU,2022-03-07 04:38:42,-34.5833,150.8552,78.21,93,100,7.58
463,Fukagawa,JP,2022-03-07 04:41:54,43.7081,142.0392,32.05,78,82,9.33
464,Aguimes,ES,2022-03-07 04:41:54,27.9054,-15.4461,59.63,74,75,12.66
465,Kendari,ID,2022-03-07 04:41:55,-3.945,122.4989,76.14,92,100,5.75
466,Moba,CN,2022-03-07 04:41:55,33.2288,105.0179,54.01,40,0,8.86
467,Tiksi,RU,2022-03-07 04:37:27,71.6872,128.8694,-18.53,99,84,2.66
468,Manzhouli,CN,2022-03-07 04:39:14,49.6,117.4333,32.56,53,65,12.75
469,Tocopilla,CL,2022-03-07 04:41:56,-22.092,-70.1979,69.49,85,30,4.38
470,Damghan,IR,2022-03-07 04:41:56,36.1683,54.348,45.97,51,100,4.52
471,Lagoa,PT,2022-03-07 04:41:57,39.05,-27.9833,55.96,57,55,32.66
472,Kundiawa,PG,2022-03-07 04:41:57,-6.0167,144.9667,69.64,90,99,0.27
473,Punta Alta,AR,2022-03-07 04:41:57,-38.8759,-62.0736,64.45,76,100,10.18
474,Aktash,RU,2022-03-07 04:41:58,50.3,87.7333,29.39,72,56,4.99
475,San Anselmo,US,2022-03-07 04:41:58,37.9747,-122.5616,50.97,80,40,1.99
476,Bilibino,RU,2022-03-07 04:41:58,68.0546,166.4372,7.14,85,100,3.69
477,Eastbourne,GB,2022-03-07 04:41:59,50.7687,0.2845,40.96,80,21,1.01
478,Frontera,MX,2022-03-07 04:41:59,26.9333,-101.45,74.32,45,0,5.01
479,Balao,EC,2022-03-07 04:42:00,-2.9167,-79.8167,75.4,88,99,1.9
480,Alice Springs,AU,2022-03-07 04:42:00,-23.7,133.8833,96.22,43,0,13.8
481,Alytus,LT,2022-03-07 04:42:00,54.4,24.05,30.11,97,31,6.58
482,Pangoa,PE,2022-03-07 04:42:01,-12.1167,-73.0,67.26,100,100,1.19
483,Awjilah,LY,2022-03-07 04:42:01,29.1081,21.2869,54.91,70,100,5.55
484,Biak,ID,2022-03-07 04:42:02,-0.9131,122.8766,81.7,77,100,4.54
485,Lusambo,CD,2022-03-07 04:42:02,-4.9667,23.45,69.62,99,100,1.1
486,Colac,AU,2022-03-07 04:42:02,-38.3333,143.5833,69.15,74,100,7.99
487,Cabadiangan,PH,2022-03-07 04:42:03,9.7531,122.4739,82.94,74,100,15.35
488,Hokitika,NZ,2022-03-07 04:42:03,-42.7167,170.9667,69.57,63,98,4.76
489,Ixtapa,MX,2022-03-07 04:42:03,20.7,-105.2,70.23,77,0,2.91
490,Bathsheba,BB,2022-03-07 04:42:04,13.2167,-59.5167,77.61,73,40,26.46
491,Belaya Gora,RU,2022-03-07 04:42:04,68.5333,146.4167,-9.51,94,98,4.05
492,Harnosand,SE,2022-03-07 04:42:05,62.6323,17.9379,32.0,87,99,5.93
493,Belmonte,BR,2022-03-07 04:42:05,-15.8631,-38.8828,75.7,84,66,3.69
494,Rorvik,NO,2022-03-07 04:42:06,64.8621,11.2373,42.04,93,100,30.78
495,Yantal,RU,2022-03-07 04:42:06,56.8471,105.2542,34.11,92,100,8.93
496,Tuatapere,NZ,2022-03-07 04:42:06,-46.1333,167.6833,54.82,90,89,5.68
497,Chara,RU,2022-03-07 04:42:07,56.9064,118.2631,15.12,79,100,1.79
498,Kerouane,GN,2022-03-07 04:42:07,9.2667,-9.0167,72.9,33,21,1.83
499,Pine Bluff,US,2022-03-07 04:40:05,34.2284,-92.0032,75.31,64,100,18.41
500,Pauini,BR,2022-03-07 04:42:08,-7.7136,-66.9764,73.29,100,100,1.36
501,Pimenta Bueno,BR,2022-03-07 04:41:45,-11.6725,-61.1936,69.64,99,99,2.3
502,Seoul,KR,2022-03-07 04:41:52,37.5683,126.9778,49.51,29,0,3.44
503,Cervo,ES,2022-03-07 04:42:09,43.6702,-7.4101,30.2,88,13,7.0
504,Brae,GB,2022-03-07 04:42:09,60.3964,-1.353,42.71,74,100,15.86
505,Hanna,CA,2022-03-07 04:42:09,51.6334,-111.9018,23.02,81,54,8.01
506,Sangar,RU,2022-03-07 04:42:10,63.9242,127.4739,10.15,81,100,9.04
507,Itaueira,BR,2022-03-07 04:42:10,-7.6033,-43.0256,72.68,94,99,1.97
508,Katobu,ID,2022-03-07 04:42:10,-4.9408,122.5276,74.07,96,100,4.25
509,Saint-Joseph,RE,2022-03-07 04:42:11,-21.3667,55.6167,82.78,80,98,13.44
510,Basco,PH,2022-03-07 04:42:11,20.4487,121.9702,75.51,81,75,19.33
511,Kavaje,AL,2022-03-07 04:42:12,41.1856,19.5569,42.96,78,100,7.25
512,Yar,RU,2022-03-07 04:42:12,58.249,52.1026,-2.92,95,97,3.6
513,Byron Bay,AU,2022-03-07 04:42:12,-28.65,153.6167,86.05,63,63,8.32
514,Anchorage,US,2022-03-07 04:39:28,61.2181,-149.9003,30.65,85,0,1.99
515,Maglaj,BA,2022-03-07 04:42:13,44.5492,18.0967,30.92,99,100,2.77
516,Coromoro,CO,2022-03-07 04:42:14,6.2946,-73.0402,63.01,99,100,1.63
517,Mutoko,ZW,2022-03-07 04:42:14,-17.397,32.2268,63.41,84,49,1.32
518,Mareeba,AU,2022-03-07 04:42:14,-17.0,145.4333,97.66,63,33,5.48
519,Kodlipet,IN,2022-03-07 04:42:15,12.8,75.8833,80.01,35,58,10.47
520,Kenai,US,2022-03-07 04:42:15,60.5544,-151.2583,30.29,75,0,6.91
521,Kolondieba,ML,2022-03-07 04:42:16,11.0882,-6.8926,74.52,15,24,5.19
522,Illintsi,UA,2022-03-07 04:42:16,49.1048,29.2177,26.44,81,16,5.17
523,Port Keats,AU,2022-03-07 04:42:16,-14.25,129.55,90.5,58,97,6.49
524,Mikhaylovka,RU,2022-03-07 04:42:17,50.06,43.2379,19.78,96,76,7.87
525,Zhezkazgan,KZ,2022-03-07 04:42:18,47.8043,67.7144,28.38,86,75,24.61
526,Athens,GR,2022-03-07 04:42:18,37.9795,23.7162,50.38,72,20,5.75
527,Eyemouth,GB,2022-03-07 04:42:18,55.8713,-2.0901,31.84,81,50,7.16
528,Mahanoro,MG,2022-03-07 04:42:19,-19.9,48.8,78.01,80,83,8.55
529,Torrington,US,2022-03-07 04:42:19,41.8007,-73.1212,62.02,79,99,4.0
530,Pimenteiras,BR,2022-03-07 04:42:19,-6.2453,-41.4192,72.05,94,100,2.64
531,Gat,IL,2022-03-07 04:42:20,31.61,34.7642,58.41,100,33,4.7
